id,country,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2
1209,UK,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,5,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,NA,NA,5,10
1223,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,115,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,115,57.5,NA,NA,NA,NA
1226,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,No,NA,NA,NA,NA,290,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,290,145,NA,NA
1227,UK,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,NA,575,5,NA,NA,1,No,1,Yes,NA,0,1,NA,NA,575,1150,5,10
1238,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,60,290,10,1,No,0,Yes,1,Yes,0,1,1,60,120,290,145,10,20
1240,UK,Do not know,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
1241,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,60,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,60,30,NA,NA,NA,NA
1251,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,DK,Yes,No,NA,Yes,NA,290,115,NA,NA,0,DK,0,Yes,NA,NA,1,NA,NA,290,145,115,57.5
1252,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,60,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,60,120,NA,NA
1262,UK,Do not know,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,5,5,NA,NA,1,Yes,1,Yes,NA,1,1,NA,NA,5,10,5,10
1268,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,Yes,DK,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA
1279,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,575,60,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,575,287.5,60,120
1295,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,No,NA,NA,NA,Yes,Yes,Yes,NA,115,NA,10,1,Yes,NA,NA,1,Yes,1,NA,1,115,230,NA,NA,10,20
1296,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,30,575,5,1,Yes,1,No,1,Yes,1,0,1,30,60,575,1150,5,10
1315,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,DK,NA,NA,NA,Yes,Yes,No,NA,230,NA,10,0,No,NA,NA,1,No,0,NA,0,230,115,NA,NA,10,20
1317,UK,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,30,60,5,1,DK,1,No,1,Yes,NA,0,1,30,60,60,120,5,10
1320,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,DK,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA
1321,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,DK,NA,NA,NA,No,NA,NA,NA,230,NA,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,230,460,NA,NA,NA,NA
1324,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,UK,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,DK,NA,NA,Yes,Yes,No,NA,30,290,60,1,DK,NA,NA,1,No,NA,NA,0,30,60,290,NA,60,120
1331,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,NA,290,60,NA,NA,1,No,1,No,NA,0,0,NA,NA,290,580,60,120
1332,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,Yes,No,NA,NA,NA,575,575,NA,0,No,0,Yes,NA,NA,0,1,NA,575,287.5,575,287.5,NA,NA
1333,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,No,NA,No,Yes,Yes,No,NA,230,2880,10,1,No,0,No,1,No,0,0,0,230,460,2880,1440,10,20
1346,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,UK,Do not know,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,290,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,290,580,NA,NA
1357,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,Yes,No,NA,Yes,NA,NA,115,NA,NA,NA,NA,0,Yes,NA,NA,1,NA,NA,NA,NA,115,57.5
1363,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,UK,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,Yes,DK,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA
1387,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,575,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,575,1150,NA,NA
1388,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,60,575,5,1,Yes,0,Yes,1,Yes,1,1,1,60,120,575,287.5,5,10
1393,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,Yes,No,NA,DK,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
1415,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,575,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,575,287.5,NA,NA,NA,NA
1457,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,No,NA,NA,60,30,NA,NA,1,Yes,1,No,NA,1,0,NA,NA,60,120,30,60
1463,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,UK,Vaccines are only available for private purchase,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,DK,NA,DK,NA,NA,NA,NA,575,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,575,1150,NA,NA
1532,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,Yes,DK,NA,NA,NA,290,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,60,NA
1533,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,No,NA,Yes,575,2880,30,0,No,0,No,0,Yes,0,0,1,575,287.5,2880,1440,30,15
1535,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
1536,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,DK,NA,NA,DK,NA,NA,NA,230,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,5,NA,NA,NA
1545,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,No,NA,Yes,Yes,No,NA,Yes,230,575,115,0,No,0,Yes,0,Yes,0,1,1,230,115,575,287.5,115,57.5
1546,UK,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,DK,NA,NA,NA,NA,575,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,575,287.5,NA,NA
1566,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,575,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,575,287.5,NA,NA,NA,NA
1568,UK,Do not know,Yes,Yes,Yes,NA,DK,NA,NA,NA,DK,NA,NA,NA,60,NA,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,60,120,NA,NA,NA,NA
1569,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,No,NA,NA,NA,Yes,Yes,No,NA,230,NA,30,0,No,NA,NA,1,No,0,NA,0,230,115,NA,NA,30,60
1573,UK,Do not know,Yes,No,NA,No,DK,NA,NA,NA,DK,NA,NA,NA,30,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,30,15,NA,NA,NA,NA
1574,UK,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,UK,Do not know,Yes,No,NA,No,No,NA,NA,NA,DK,NA,NA,NA,230,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,230,115,NA,NA,NA,NA
1582,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,Yes,No,NA,No,NA,290,115,NA,NA,NA,NA,0,No,NA,NA,0,NA,NA,290,NA,115,57.5
1583,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,DK,NA,DK,NA,NA,NA,NA,60,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,60,120,NA,NA
1584,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,DK,NA,DK,NA,NA,NA,NA,5,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA
1587,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,DK,NA,Yes,No,NA,No,NA,60,115,NA,NA,1,DK,0,No,NA,NA,0,NA,NA,60,120,115,57.5
1616,UK,Vaccines are only available for private purchase,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,DK,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA
1639,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,No,NA,Yes,Yes,No,NA,Yes,30,290,30,1,No,0,Yes,0,Yes,0,1,1,30,60,290,145,30,15
1644,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,60,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA
1654,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,DK,NA,NA,575,10,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,575,NA,10,20
1658,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10
1659,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2880,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2880,1440,NA,NA
1663,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,575,60,NA,1,No,1,Yes,NA,NA,0,1,NA,575,1150,60,120,NA,NA
1667,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,No,NA,No,Yes,Yes,No,NA,230,2880,115,0,No,0,No,1,No,0,0,0,230,115,2880,1440,115,230
1677,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,NA,575,10,NA,NA,1,No,1,Yes,NA,0,1,NA,NA,575,1150,10,20
1679,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,60,5,NA,NA,1,Yes,1,Yes,NA,1,1,NA,NA,60,120,5,10
1693,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,No,NA,No,NA,NA,NA,230,290,NA,1,No,1,No,NA,NA,0,0,NA,230,460,290,580,NA,NA
1696,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,NA,NA,NA,No,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA
1697,UK,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,2880,5,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,2880,1440,5,10
1700,UK,Do not know,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,DK,NA,NA,NA,60,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,60,120
1703,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
1704,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,60,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA
1705,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,No,NA,NA,2880,10,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,2880,NA,10,20
1706,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,DK,DK,NA,NA,NA,NA,2880,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,2880,1440,NA,NA
1707,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,UK,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2880,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2880,1440,NA,NA
1711,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,DK,NA,NA,5,30,NA,NA,1,Yes,1,DK,NA,1,NA,NA,NA,5,10,30,60
1715,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,DK,NA,NA,NA,No,NA,NA,NA,30,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,30,60,NA,NA,NA,NA
1716,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,DK,NA,NA,NA,2880,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,NA,60,NA
1718,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,UK,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,No,NA,NA,NA,DK,NA,NA,NA,60,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,60,120,NA,NA,NA,NA
